IncidentSize,FireCause,InitialLatitude,InitialLongitude,Month
-4.605170185988091,0,37.509025,-122.335428,9
-4.605170185988091,0,37.508837,-122.336122,9
-4.605170185988091,0,37.507735,-122.33979,9
-4.605170185988091,0,38.780492,-120.95568,9
-4.605170185988091,0,36.43105,-119.851299,9
-4.605170185988091,0,41.556932,-120.538317,9
-4.605170185988091,0,33.676995,-117.168694,9
-4.605170185988091,0,33.977354,-117.462476,9
-4.605170185988091,0,38.297279,-122.74132,9
-4.605170185988091,0,39.216752,-121.040771,9
-4.605170185988091,0,36.355435,-119.041445,9
-4.605170185988091,0,36.946529,-119.086053,9
-4.605170185988091,0,41.08465,-121.200967,9
-4.605170185988091,0,37.699315,-120.403689,9
-4.605170185988091,0,33.868683,-117.259113,9
-4.605170185988091,0,39.108563,-121.07632,9
-4.605170185988091,0,37.784607,-120.750905,9
-4.605170185988091,0,37.390833,-121.2575,9
-4.605170185988091,0,36.962667,-119.051333,9
-4.605170185988091,0,37.852894,-120.453437,9
-4.605170185988091,0,37.826833,-120.421667,9
-4.605170185988091,0,36.879659,-121.345312,9
-4.605170185988091,0,38.456369,-123.052141,9
-4.605170185988091,0,38.044192,-120.326836,9
-4.605170185988091,0,37.949727,-120.6115,9
-4.605170185988091,0,41.699096,-122.64361,9
-4.605170185988091,0,38.043898,-120.375579,9
-4.605170185988091,0,37.949234,-120.390548,9
-4.605170185988091,0,38.050934,-120.413993,9
-4.605170185988091,0,37.905994,-120.350533,9
-4.605170185988091,0,33.958098,-117.311021,9
-4.605170185988091,0,38.478573,-122.232396,9
-4.605170185988091,0,33.808352,-117.226172,9
-4.605170185988091,0,34.37107,-117.31527,9
-4.605170185988091,0,40.625579,-124.21974,9
-4.605170185988091,0,33.629481,-117.283247,9
-4.605170185988091,0,36.623007,-119.308392,9
-4.605170185988091,0,36.560823,-118.052625,9
-4.605170185988091,0,37.778167,-120.1235,9
-4.605170185988091,0,37.080817,-121.586,5
-4.605170185988091,0,39.021698,-120.516253,9
-4.605170185988091,0,40.36667,-122.370171,9
-4.605170185988091,0,33.810727,-117.410912,9
-4.605170185988091,0,39.529066,-121.571452,9
-4.605170185988091,0,33.985962,-117.414113,9
-4.605170185988091,0,38.767072,-122.995567,9
-4.605170185988091,0,33.671305,-116.968044,9
-4.605170185988091,0,37.385953,-120.722426,9
-4.605170185988091,0,40.622944,-122.319509,9
-4.605170185988091,0,33.642142,-116.216021,9
-4.605170185988091,0,33.722965,-117.33422,9
-4.605170185988091,0,36.607742,-119.432868,9
-4.605170185988091,0,39.917039,-123.313441,9
-4.605170185988091,0,39.923167,-123.31935,9
-4.605170185988091,0,39.907333,-123.364667,9
-4.605170185988091,0,36.246167,-118.5985,8
-4.605170185988091,0,36.254333,-118.575,8
-4.605170185988091,0,35.656222,-118.467271,5
-4.605170185988091,0,35.65686,-118.440323,5
-4.605170185988091,0,33.928602,-117.016672,9
-4.605170185988091,0,35.703722,-118.423111,6
-4.605170185988091,0,39.909967,-123.36585,9
-4.605170185988091,0,39.935983,-123.3511,9
-4.605170185988091,0,33.575219,-116.070323,9
-4.605170185988091,0,36.966104,-119.630899,9
-4.605170185988091,0,38.52095,-122.850097,9
-4.605170185988091,0,38.775667,-122.052,9
-4.605170185988091,0,39.745039,-123.161762,9
-4.605170185988091,0,39.314822,-120.445607,9
-4.605170185988091,0,33.569305,-116.070328,9
-4.605170185988091,0,38.785588,-123.0062,9
-4.605170185988091,0,35.547183,-118.3302,6
-4.605170185988091,0,38.223261,-122.370031,9
-4.605170185988091,0,33.705892,-117.197309,9
-4.605170185988091,0,40.663325,-122.354798,9
-4.605170185988091,0,38.188919,-120.824285,9
-4.605170185988091,0,33.837981,-117.612494,9
-4.605170185988091,0,38.561816,-122.822867,9
-4.605170185988091,0,33.668353,-117.263935,9
-4.605170185988091,0,33.982517,-117.131021,9
-4.605170185988091,0,36.61731,-119.313846,9
-4.605170185988091,0,39.425589,-121.534264,9
-4.605170185988091,0,38.285476,-122.747352,9
-4.605170185988091,0,37.319183,-122.189183,9
-4.605170185988091,0,38.084044,-120.461013,9
-4.605170185988091,0,37.432082,-121.808144,9
-4.605170185988091,0,34.325249,-117.429703,9
-4.605170185988091,0,33.581708,-116.932528,9
-4.605170185988091,0,36.98483,-120.639391,9
-4.605170185988091,0,33.581708,-116.932528,9
-4.605170185988091,0,35.545815,-120.685496,9
-4.605170185988091,0,38.501932,-121.134206,9
-4.605170185988091,0,38.544539,-123.091709,9
-4.605170185988091,0,38.045709,-122.190775,9
-4.605170185988091,0,36.7969,-121.264278,9
-4.605170185988091,0,38.763109,-120.576107,9
-4.605170185988091,0,38.762919,-120.579155,9
-4.605170185988091,0,39.887412,-123.74034,9
-4.605170185988091,0,39.921869,-122.307659,9
-4.605170185988091,0,34.492255,-117.473154,9
-4.605170185988091,0,37.014624,-120.928429,9
-4.605170185988091,0,33.554592,-117.048268,9
-4.605170185988091,0,38.729975,-120.813154,9
-4.605170185988091,0,40.403686,-122.281466,9
-4.605170185988091,0,33.488413,-117.261077,9
-4.605170185988091,0,39.231373,-121.035826,9
-4.605170185988091,0,33.850774,-117.007216,9
-4.605170185988091,0,34.377184,-117.443565,9
-4.605170185988091,0,40.550009,-123.171316,9
-4.605170185988091,0,39.449581,-121.454615,9
-4.605170185988091,0,37.360469,-120.593492,9
-4.605170185988091,0,39.344778,-121.44812,9
-4.605170185988091,0,32.61028,-116.21364,9
-4.605170185988091,0,40.309968,-122.3825,9
-4.605170185988091,0,37.59859,-122.422499,9
-4.605170185988091,0,33.765526,-117.275603,9
-4.605170185988091,0,39.431924,-121.46852,9
-4.605170185988091,0,35.342748,-120.758104,9
-4.605170185988091,0,38.768269,-120.598101,9
-4.605170185988091,0,33.701096,-116.233294,9
-4.605170185988091,0,39.826302,-123.276179,9
-4.605170185988091,0,36.684887,-119.109088,9
-4.605170185988091,0,38.778723,-120.256523,9
-4.605170185988091,0,36.520919,-119.018099,9
-4.605170185988091,0,36.520919,-119.018099,9
-4.605170185988091,0,36.520919,-119.018099,9
-4.605170185988091,0,36.520919,-119.018099,9
-4.605170185988091,0,33.800992,-117.274348,9
-4.605170185988091,0,40.42241,-120.651173,9
-4.605170185988091,0,33.804847,-117.277478,9
-4.605170185988091,0,38.352923,-122.251822,9
-4.605170185988091,0,39.920986,-123.230849,9
-4.605170185988091,0,37.114381,-120.942912,9
-4.605170185988091,0,33.963417,-116.570848,9
-4.605170185988091,0,41.324167,-123.083833,9
-4.605170185988091,0,36.187673,-121.072221,9
-4.605170185988091,0,41.274083,-123.047333,9
-4.605170185988091,0,41.4422,-123.200333,9
-4.605170185988091,0,38.736113,-121.392532,9
-4.605170185988091,0,36.193774,-121.08968,9
-4.605170185988091,0,37.74174,-121.576538,9
-4.605170185988091,0,37.388804,-120.721607,9
-4.605170185988091,0,32.882447,-116.959966,9
-4.605170185988091,0,35.198671,-120.69816,9
-4.605170185988091,0,37.645032,-121.630157,9
-4.605170185988091,0,35.975458,-120.899579,9
-4.605170185988091,0,40.906969,-124.033586,9
-4.605170185988091,0,37.97758,-120.390952,9
-4.605170185988091,0,41.964246,-124.198543,9
-4.605170185988091,0,33.837705,-117.123717,9
-4.605170185988091,0,37.298028,-119.648829,9
-4.605170185988091,0,40.3288,-120.596796,9
-4.605170185988091,0,34.034899,-117.076931,7
-4.605170185988091,0,37.54162,-122.516299,9
-4.605170185988091,0,33.805121,-117.360489,9
-4.605170185988091,0,33.824352,-117.502905,9
-4.605170185988091,0,40.524,-121.5648,9
-4.605170185988091,0,37.816059,-120.676937,9
-4.605170185988091,0,35.417972,-120.628937,9
-4.605170185988091,0,40.608965,-121.605947,9
-4.605170185988091,0,37.087251,-119.336072,9
-4.605170185988091,0,36.699439,-119.817898,9
-4.605170185988091,0,37.831047,-121.614115,9
-4.605170185988091,0,40.846428,-124.173532,9
-4.605170185988091,0,37.345753,-120.61416,9
-4.605170185988091,0,40.318333,-120.965833,9
-4.605170185988091,0,38.530631,-120.252631,9
-4.605170185988091,0,41.098592,-124.153422,9
-4.605170185988091,0,41.35955,-124.180008,9
-4.605170185988091,0,41.213022,-124.10875,9
-4.605170185988091,0,41.212952,-124.108807,9
-4.605170185988091,0,41.212917,-124.10885,9
-4.605170185988091,0,41.213193,-124.108708,9
-4.605170185988091,0,37.295379,-120.32483,9
-4.605170185988091,0,40.904225,-124.073644,9
-4.605170185988091,0,36.537886,-121.87022,9
-4.605170185988091,0,41.92216,-121.3501,9
-4.605170185988091,0,37.78755,-121.617333,9
-4.605170185988091,0,37.331738,-120.527909,9
-4.605170185988091,0,40.1,-123.794735,9
-4.605170185988091,0,40.844824,-124.168547,9
-4.605170185988091,0,33.700591,-117.23945,9
-4.605170185988091,0,38.359522,-122.128869,9
-4.605170185988091,1,34.319397,-117.48082,9
-4.605170185988091,0,33.796957,-116.399018,9
-4.605170185988091,0,41.719481,-122.639545,9
-4.605170185988091,0,37.049785,-122.065792,9
-4.605170185988091,0,40.927274,-124.07354,9
-4.605170185988091,0,38.26707,-120.39389,9
-4.605170185988091,0,40.876055,-123.979696,9
-4.605170185988091,0,38.961814,-122.633616,9
-4.605170185988091,0,39.145236,-123.19227,9
-4.605170185988091,0,40.55365,-123.1726,9
-4.605170185988091,0,40.255111,-120.470122,9
-4.605170185988091,0,37.424936,-120.65566,9
-4.605170185988091,0,33.815678,-117.208605,9
-4.605170185988091,0,40.934709,-124.071575,9
-4.605170185988091,0,41.212131,-124.113278,9
-4.605170185988091,0,37.066483,-121.219163,9
-4.605170185988091,0,40.847076,-124.173048,9
-4.605170185988091,0,38.870429,-119.994427,9
-4.605170185988091,0,33.731162,-117.183637,9
-4.605170185988091,0,40.545392,-121.910845,9
-4.605170185988091,0,39.11842,-122.905248,9
-4.605170185988091,0,33.642079,-116.128772,9
-4.605170185988091,0,38.728504,-120.82692,9
-4.605170185988091,0,33.660068,-117.378666,9
-4.605170185988091,0,38.935751,-122.631821,9
-4.605170185988091,0,32.840795,-116.704999,9
-4.605170185988091,0,34.108449,-117.226169,9
-4.605170185988091,0,35.658099,-120.759687,9
-4.605170185988091,0,37.597813,-121.946867,9
-4.605170185988091,0,40.183887,-122.218233,9
-4.605170185988091,0,33.750838,-117.101409,9
-4.605170185988091,0,37.78748,-121.615075,9
-4.605170185988091,0,38.282115,-122.632597,9
-4.605170185988091,0,37.951056,-121.940867,9
-4.605170185988091,0,38.725333,-120.510867,9
-4.605170185988091,0,35.347048,-120.388196,9
-4.605170185988091,0,38.903372,-121.071576,9
-4.605170185988091,0,41.861066,-120.152825,9
-4.605170185988091,0,36.865885,-121.736872,9
-4.605170185988091,0,35.554431,-120.618884,9
-4.605170185988091,0,39.40645,-122.077675,9
-4.605170185988091,0,39.326312,-120.177221,9
-4.605170185988091,0,33.924969,-116.50173,9
-4.605170185988091,0,34.002768,-117.418707,9
-4.605170185988091,0,39.9103,-123.365433,9
-4.605170185988091,0,33.687443,-117.179767,9
-4.605170185988091,0,33.763694,-117.084406,9
-4.605170185988091,0,39.125394,-121.080886,9
-4.605170185988091,0,36.772819,-121.669287,9
-4.605170185988091,0,41.953614,-121.530137,9
-4.605170185988091,0,33.774978,-117.28405,9
-4.605170185988091,0,33.575084,-116.070323,9
-4.605170185988091,0,36.983263,-121.468619,9
-4.605170185988091,0,33.86763,-117.12105,9
-4.605170185988091,0,33.80126,-117.133387,9
-4.605170185988091,0,36.986417,-122.1541,9
-4.605170185988091,0,40.766655,-121.273657,9
-4.605170185988091,0,36.97154,-120.072983,9
-4.605170185988091,0,39.195,-120.141666,9
-4.605170185988091,0,36.831825,-121.667069,9
-4.605170185988091,0,36.451981,-121.43993,9
-4.605170185988091,0,35.710799,-120.31047,9
-4.605170185988091,0,36.892973,-120.054921,9
-4.605170185988091,0,37.083449,-120.310758,9
-4.605170185988091,0,40.54855,-121.023217,9
-4.605170185988091,0,37.154557,-120.274421,9
-4.605170185988091,0,33.95415,-116.492588,9
-4.605170185988091,0,39.122256,-122.862059,9
-4.605170185988091,0,38.035734,-122.17377,9
-4.605170185988091,0,33.924969,-116.50173,9
-4.605170185988091,0,33.955944,-116.516659,9
-4.605170185988091,0,33.537617,-116.840904,9
-4.605170185988091,0,40.505513,-122.304567,9
-4.605170185988091,0,32.678659,-116.099151,9
-4.605170185988091,0,33.71508,-116.207127,9
-4.605170185988091,0,33.878731,-117.655978,9
-4.605170185988091,0,37.177154,-121.698771,9
-4.605170185988091,0,38.739606,-121.363623,9
-4.605170185988091,0,41.812529,-121.389138,9
-4.605170185988091,0,38.66529,-121.021246,9
-4.605170185988091,0,33.989339,-116.978219,9
-4.605170185988091,0,38.250076,-120.951073,9
-4.605170185988091,0,33.82819,-117.278976,9
-4.605170185988091,0,33.205618,-116.980576,9
-4.605170185988091,0,33.370129,-117.175764,9
-4.605170185988091,0,39.75774,-121.678086,9
-4.605170185988091,0,39.825328,-121.597898,9
-4.605170185988091,0,39.766793,-121.6284,9
-4.605170185988091,0,38.686327,-120.643279,9
-4.605170185988091,0,36.140277,-118.972222,9
-4.605170185988091,0,36.140319,-118.955699,9
-4.605170185988091,0,39.653812,-121.782631,9
-4.605170185988091,0,39.757691,-121.652163,9
-4.605170185988091,0,36.115876,-118.955522,9
-4.605170185988091,0,33.728074,-117.27839,9
-4.605170185988091,0,40.875929,-121.679143,9
-4.605170185988091,0,40.647633,-121.276717,9
-4.605170185988091,0,33.888302,-117.234925,9
-4.605170185988091,0,40.650547,-122.219273,9
-4.605170185988091,0,37.96287,-120.413561,10
-4.605170185988091,0,40.143749,-122.434299,10
-4.605170185988091,0,36.118487,-118.957683,10
-4.605170185988091,0,36.108889,-118.884899,10
-4.605170185988091,0,36.135347,-118.955663,10
-4.605170185988091,0,39.7539,-121.679704,10
-4.605170185988091,0,36.873819,-119.5573,10
-4.605170185988091,0,33.73321,-116.364375,10
-4.605170185988091,0,39.122512,-122.842269,10
-4.605170185988091,0,39.047092,-120.986058,10
-4.605170185988091,0,36.663131,-120.675826,10
-4.605170185988091,0,39.020358,-122.69902,10
-4.605170185988091,0,38.846537,-122.563496,10
-4.605170185988091,0,33.996951,-117.162014,10
-4.605170185988091,0,36.274549,-119.090999,10
-4.605170185988091,0,33.554506,-117.066229,10
-4.605170185988091,0,38.489676,-121.100506,10
-4.605170185988091,0,38.659525,-120.835323,10
-4.605170185988091,0,41.239478,-122.94461,10
-4.605170185988091,0,39.385967,-123.810417,10
-4.605170185988091,0,39.414182,-123.783836,10
-4.605170185988091,0,38.887655,-121.07613,10
-4.605170185988091,0,33.824352,-117.502905,10
-4.605170185988091,0,37.121192,-121.647645,10
-4.605170185988091,0,39.26181,-123.222855,10
-4.605170185988091,0,35.504233,-120.605262,10
-4.605170185988091,0,41.455553,-120.601496,10
-4.605170185988091,0,40.12171,-123.642493,10
-4.605170185988091,0,33.612826,-116.233381,10
-4.605170185988091,0,36.885596,-121.664225,10
-4.605170185988091,0,39.202035,-121.196206,10
-4.605170185988091,0,37.212695,-121.03092,10
-4.605170185988091,0,40.11156,-123.776348,10
-4.605170185988091,0,40.26482,-120.474097,10
-4.605170185988091,0,33.649181,-116.400833,10
-4.605170185988091,0,40.446329,-122.308276,10
-4.605170185988091,0,33.576551,-116.065449,10
-4.605170185988091,0,40.70148,-122.26814,10
-4.605170185988091,0,38.659652,-120.964042,10
-4.605170185988091,0,33.084631,-117.107043,10
-4.605170185988091,0,33.272476,-117.112198,10
-4.605170185988091,0,37.460211,-122.343131,10
-4.605170185988091,0,38.974762,-122.831541,10
-4.605170185988091,0,39.739341,-122.015434,10
-4.605170185988091,0,40.382849,-122.160759,10
-4.605170185988091,0,36.966725,-121.831028,10
-4.605170185988091,0,36.951347,-121.369313,10
-4.605170185988091,0,33.746428,-117.447831,10
-4.605170185988091,0,36.821106,-121.630524,10
-4.605170185988091,0,33.805487,-117.204715,10
-4.605170185988091,0,36.378175,-121.340539,10
-4.605170185988091,0,35.542296,-120.973109,10
-4.605170185988091,0,36.88917,-119.5344,10
-4.605170185988091,0,35.951667,-121.000556,10
-4.605170185988091,0,32.617492,-116.189693,10
-4.605170185988091,0,33.72234,-116.923743,10
-4.605170185988091,0,33.569773,-116.078473,10
-4.605170185988091,0,33.682967,-117.362949,10
-4.605170185988091,0,38.658392,-121.023245,10
-4.605170185988091,0,33.811278,-116.961796,10
-4.605170185988091,0,39.115943,-120.845633,10
-4.605170185988091,0,38.833312,-122.212751,10
-4.605170185988091,0,39.031117,-121.063748,10
-4.605170185988091,0,32.618185,-116.191394,10
-4.605170185988091,0,34.008228,-117.311889,10
-4.605170185988091,0,33.984551,-117.410482,10
-4.605170185988091,0,39.126964,-122.86419,10
-4.605170185988091,0,33.62623,-117.126328,10
-4.605170185988091,0,36.462307,-121.222806,10
-4.605170185988091,0,33.969318,-117.243538,10
-4.605170185988091,0,33.526727,-117.051595,10
-4.605170185988091,0,37.813342,-120.656528,10
-4.605170185988091,0,36.557276,-119.601801,10
-4.605170185988091,0,33.773288,-117.002862,10
-4.605170185988091,0,37.832027,-120.478621,10
-4.605170185988091,0,38.826478,-122.996636,10
-4.605170185988091,0,37.12624,-119.695299,10
-4.605170185988091,0,39.7532,-123.2041,10
-4.605170185988091,0,33.755693,-116.290726,10
-4.605170185988091,0,36.371657,-121.337037,10
-4.605170185988091,0,33.967161,-117.466631,10
-4.605170185988091,0,36.14159,-120.618125,10
-4.605170185988091,0,41.954591,-122.591987,10
-4.605170185988091,0,37.071716,-119.763439,10
-4.605170185988091,0,32.59503,-117.0907,10
-4.605170185988091,0,36.56155,-119.8631,10
-4.605170185988091,0,33.878841,-117.41398,10
-4.605170185988091,0,36.16552,-120.390798,10
-4.605170185988091,0,36.428397,-119.851317,10
-4.605170185988091,0,33.748101,-117.11493,10
-4.605170185988091,0,33.764835,-117.150152,10
-4.605170185988091,0,39.474848,-121.557282,10
-4.605170185988091,0,38.156983,-119.36145,9
-4.605170185988091,0,38.861744,-119.82695,9
-4.605170185988091,0,37.189421,-121.550747,10
-4.605170185988091,0,38.006677,-120.424485,10
-4.605170185988091,0,34.107936,-117.19913,10
-4.605170185988091,0,36.850879,-120.563198,10
-4.605170185988091,0,33.704553,-117.338373,10
-4.605170185988091,0,33.800675,-117.271709,10
-4.605170185988091,0,33.755129,-116.884471,10
-4.605170185988091,0,37.144033,-121.985383,10
-4.605170185988091,0,36.848787,-119.943414,10
-4.605170185988091,0,36.57655,-119.626799,10
-4.605170185988091,0,35.656159,-120.72566,10
-4.605170185988091,0,37.00495,-122.068299,10
-4.605170185988091,1,32.800316,-116.524601,10
-4.605170185988091,0,37.3259,-120.504716,10
-4.605170185988091,0,38.831505,-120.041535,10
-4.605170185988091,0,33.723455,-117.30281,10
-4.605170185988091,0,36.996434,-121.828871,10
-4.605170185988091,0,40.42241,-120.651173,10
-4.605170185988091,0,37.342169,-120.607907,10
-4.605170185988091,0,37.45552,-120.721584,10
-4.605170185988091,0,38.931964,-122.617839,10
-4.605170185988091,0,36.099279,-118.870499,10
-4.605170185988091,0,36.433392,-119.861498,10
-4.605170185988091,0,36.605279,-119.786109,10
-4.605170185988091,0,40.152144,-121.376469,10
-4.605170185988091,0,39.363051,-121.253193,10
-4.605170185988091,0,35.15942,-120.587086,10
-4.605170185988091,0,38.617361,-122.844404,10
-4.605170185988091,0,41.745717,-124.1772,10
-4.605170185988091,0,33.199343,-117.089118,10
-4.605170185988091,0,38.347633,-122.600043,10
-4.605170185988091,0,38.877969,-121.122422,10
-4.605170185988091,0,37.718966,-121.701609,10
-4.605170185988091,0,38.891347,-122.542681,10
-4.605170185988091,0,38.285929,-120.54584,10
-4.605170185988091,0,33.946821,-116.495454,10
-4.605170185988091,0,39.194898,-121.35877,10
-4.605170185988091,0,33.942929,-116.501462,10
-4.605170185988091,0,40.877337,-124.070727,10
-4.605170185988091,0,38.900533,-121.059543,10
-4.605170185988091,0,38.462819,-120.944326,10
-4.605170185988091,0,40.181089,-122.243149,10
-4.605170185988091,0,33.691121,-117.343179,10
-4.605170185988091,0,38.790015,-120.719843,10
-4.605170185988091,0,36.97455,-120.084409,10
-4.605170185988091,0,40.168215,-121.335571,10
-4.605170185988091,0,39.882014,-122.547271,10
-4.605170185988091,0,33.014878,-116.879511,10
-4.605170185988091,0,37.326875,-122.358232,10
-4.605170185988091,0,38.684999,-120.920519,10
-4.605170185988091,0,33.935566,-116.964362,10
-4.605170185988091,0,33.749961,-116.880662,10
-4.605170185988091,0,41.345983,-122.354783,10
-4.605170185988091,0,33.711957,-116.237615,10
-4.605170185988091,0,33.647054,-114.571526,10
-4.605170185988091,0,38.193515,-120.820693,10
-4.605170185988091,0,38.659527,-122.874317,10
-4.605170185988091,0,39.8208,-123.274933,10
-4.605170185988091,0,33.969401,-117.749649,10
-4.605170185988091,0,38.911831,-122.079665,10
-4.605170185988091,0,33.485919,-116.734308,10
-4.605170185988091,0,33.888333,-117.379968,10
-4.605170185988091,0,36.605279,-119.786109,10
-4.605170185988091,0,40.152144,-121.376469,10
-4.605170185988091,0,40.909211,-121.635044,10
-4.605170185988091,0,37.089556,-121.890889,10
-4.605170185988091,0,37.365814,-121.772878,10
-4.605170185988091,0,36.588672,-119.421498,10
-4.605170185988091,0,32.57245,-116.67732,10
-4.605170185988091,0,36.60774,-119.435292,10
-4.605170185988091,0,37.036655,-122.151954,10
-4.605170185988091,0,36.464633,-118.857319,10
-4.605170185988091,0,37.276789,-122.287203,10
-4.605170185988091,0,38.891146,-121.45176,10
-4.605170185988091,0,33.825103,-117.287607,10
-4.605170185988091,0,33.739083,-117.07644,10
-4.605170185988091,0,36.450089,-119.110299,10
-4.605170185988091,0,38.414925,-120.43469,10
-4.605170185988091,0,33.683264,-117.363653,10
-4.605170185988091,0,40.892259,-121.650781,10
-4.605170185988091,0,40.140509,-122.334929,10
-4.605170185988091,0,36.75339,-120.368187,10
-4.605170185988091,0,36.489335,-121.741534,10
-4.605170185988091,0,33.592915,-116.857302,10
-4.605170185988091,0,33.941026,-117.238365,10
-4.605170185988091,0,40.395818,-120.521351,10
-4.605170185988091,0,33.81221,-117.302526,10
-4.605170185988091,0,34.378225,-117.979289,8
-4.605170185988091,0,33.704553,-117.338373,10
-4.605170185988091,0,35.675633,-120.347045,10
-4.605170185988091,0,38.824782,-123.010899,10
-4.605170185988091,0,36.98008,-120.04043,10
-4.605170185988091,0,35.298435,-120.673802,10
-4.605170185988091,0,33.69027,-117.333632,10
-4.605170185988091,0,33.786991,-117.226104,10
-4.605170185988091,0,38.489065,-120.590336,10
-4.605170185988091,0,36.466137,-118.916632,10
-4.605170185988091,0,40.437557,-122.286972,10
-4.605170185988091,0,36.98124,-120.037968,10
-4.605170185988091,0,34.540364,-119.84735,10
-4.605170185988091,0,33.66301,-117.325633,10
-4.605170185988091,0,33.948196,-117.301382,10
-4.605170185988091,0,36.725668,-119.246942,10
-4.605170185988091,0,38.932719,-122.610718,10
-4.605170185988091,0,37.538972,-119.953583,10
-4.605170185988091,0,33.707717,-116.92577,10
-4.605170185988091,0,33.727822,-117.288589,10
-4.605170185988091,0,39.100257,-120.925363,10
-4.605170185988091,0,36.968068,-120.65378,10
-4.605170185988091,0,33.808607,-117.362074,10
-4.605170185988091,0,33.919403,-116.545301,10
-4.605170185988091,0,37.076619,-119.413502,10
-4.605170185988091,0,36.0945,-120.164598,10
-4.605170185988091,0,38.708183,-122.139018,10
-4.605170185988091,0,39.853357,-121.591308,10
-4.605170185988091,0,36.106111,-119.012499,10
-4.605170185988091,0,36.604772,-119.541914,10
-4.605170185988091,0,33.683571,-117.364381,10
-4.605170185988091,0,39.972139,-122.225509,10
-4.605170185988091,0,37.289139,-120.319131,10
-4.605170185988091,0,38.545569,-120.738326,10
-4.605170185988091,0,38.242675,-122.752534,10
-4.605170185988091,0,38.365044,-123.070617,10
-4.605170185988091,0,33.787778,-117.340672,10
-4.605170185988091,0,40.529296,-122.482555,10
-4.605170185988091,0,39.017989,-121.271858,10
-4.605170185988091,0,33.943186,-117.529262,10
-4.605170185988091,0,38.877517,-121.131686,10
-4.605170185988091,0,37.520557,-118.609943,10
-4.605170185988091,0,33.757641,-117.136485,10
-4.605170185988091,0,36.974519,-120.044449,10
-4.605170185988091,0,33.881062,-117.226182,10
-4.605170185988091,0,33.708145,-117.184485,10
-4.605170185988091,0,40.183722,-122.239362,10
-4.605170185988091,0,37.074259,-119.444324,10
-4.605170185988091,0,33.954142,-116.501249,10
-4.605170185988091,0,38.096366,-120.872813,10
-4.605170185988091,0,33.631759,-117.083382,10
-4.605170185988091,0,37.110458,-118.986139,10
-4.605170185988091,0,36.688079,-119.7456,10
-4.605170185988091,0,33.775641,-117.274187,10
-4.605170185988091,0,33.762246,-117.264815,10
-4.605170185988091,0,40.504167,-122.246107,10
-4.605170185988091,0,33.530688,-117.100821,10
-4.605170185988091,0,37.710516,-122.022439,10
-4.605170185988091,0,33.450629,-116.888044,10
-4.605170185988091,0,33.925407,-116.894337,10
-4.605170185988091,0,40.878229,-121.673353,10
-4.605170185988091,0,36.850279,-120.771299,10
-4.605170185988091,0,40.31527,-120.592702,10
-4.605170185988091,0,33.750689,-117.106461,10
-4.605170185988091,0,33.999134,-117.405693,10
-4.605170185988091,0,33.571582,-116.078125,10
-4.605170185988091,0,38.540203,-120.746514,10
-4.605170185988091,0,36.561624,-119.628796,10
-4.605170185988091,0,38.975718,-122.634394,10
-4.605170185988091,0,34.013941,-117.379892,10
-4.605170185988091,0,37.20397,-119.571803,10
-4.605170185988091,0,39.83825,-121.60444,10
-4.605170185988091,0,37.899498,-122.210497,10
-4.605170185988091,0,36.67785,-119.628,10
-4.605170185988091,0,34.136282,-117.346007,10
-4.605170185988091,0,36.402019,-119.754196,10
-4.605170185988091,0,37.39418,-120.611546,10
-4.605170185988091,0,33.602891,-114.607583,10
-4.605170185988091,0,32.60378,-116.91815,10
-4.605170185988091,0,33.245855,-117.023595,10
-4.605170185988091,0,41.704091,-122.647655,10
-4.605170185988091,0,33.555025,-116.648356,10
-4.605170185988091,0,36.407002,-121.318337,10
-4.605170185988091,0,38.957266,-121.033322,10
-4.605170185988091,0,37.332267,-120.576977,10
-4.605170185988091,0,34.389995,-117.575613,10
-4.605170185988091,0,34.475517,-118.334767,8
-4.605170185988091,0,35.655319,-120.363714,10
-4.605170185988091,0,34.003624,-117.458012,10
-4.605170185988091,0,38.222225,-122.620067,10
-4.605170185988091,0,41.021633,-121.91727,10
-4.605170185988091,0,35.734397,-120.284474,10
-4.605170185988091,0,37.179354,-122.139504,10
-4.605170185988091,0,40.88972,-124.05667,10
-4.605170185988091,0,37.056168,-119.457742,10
-4.605170185988091,0,32.714314,-116.388823,10
-4.605170185988091,0,37.474216,-122.277673,10
-4.605170185988091,0,33.884062,-117.629025,10
-4.605170185988091,0,37.535757,-121.852899,10
-4.605170185988091,0,40.873176,-124.073222,10
-4.605170185988091,0,37.382992,-120.60901,10
-4.605170185988091,0,33.171641,-117.203364,10
-4.605170185988091,0,38.812555,-120.697269,10
-4.605170185988091,0,33.288847,-116.96152,10
-4.605170185988091,0,33.921716,-116.86799,10
-4.605170185988091,0,33.205618,-116.980576,10
-4.605170185988091,0,39.334326,-121.671598,10
-4.605170185988091,0,39.522252,-121.467513,10
-4.605170185988091,0,40.509047,-122.446693,10
-4.605170185988091,0,33.995633,-117.776429,10
-4.605170185988091,0,34.006292,-117.405237,10
-4.605170185988091,0,40.51033,-122.20772,10
-4.605170185988091,0,33.763925,-116.95879,10
-4.605170185988091,0,33.568407,-116.079902,10
-4.605170185988091,0,33.675216,-117.347298,10
-4.605170185988091,0,37.346956,-120.611999,10
-4.605170185988091,0,37.194962,-119.605437,10
-4.605170185988091,0,37.946744,-120.260055,10
-4.605170185988091,0,35.415442,-120.797141,10
